,election_year,election_round,place_(zz_=_exterior),municipality_code,unnamed:_4,municipality_name,office,party_number,party_initials,party_name,number_of_votes
221,2010,1,ZZ,98744,29688,SUECIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3
222,2010,1,ZZ,98744,29688,SUECIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
223,2010,1,ZZ,98744,29688,SUECIA,Presidente,43,PV,PARTIDO VERDE,133
224,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,440
225,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,401
226,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,8
227,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,3
228,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2
229,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,10
230,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,11
231,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,16
232,2010,1,ZZ,11100,29696,ALEMANHA,Presidente,43,PV,PARTIDO VERDE,243
233,2010,1,ZZ,11525,29700,SUICA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,291
234,2010,1,ZZ,11525,29700,SUICA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,319
235,2010,1,ZZ,11525,29700,SUICA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
236,2010,1,ZZ,11525,29700,SUICA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
237,2010,1,ZZ,11525,29700,SUICA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3
238,2010,1,ZZ,11525,29700,SUICA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
239,2010,1,ZZ,11525,29700,SUICA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,5
240,2010,1,ZZ,11525,29700,SUICA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
241,2010,1,ZZ,11525,29700,SUICA,Presidente,43,PV,PARTIDO VERDE,208
242,2010,1,ZZ,11304,29718,GUIANA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,12
243,2010,1,ZZ,11304,29718,GUIANA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,9
244,2010,1,ZZ,11304,29718,GUIANA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
245,2010,1,ZZ,11304,29718,GUIANA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
246,2010,1,ZZ,11304,29718,GUIANA,Presidente,43,PV,PARTIDO VERDE,8
247,2010,1,ZZ,98000,29726,GUATEMALA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,45
248,2010,1,ZZ,98000,29726,GUATEMALA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,39
249,2010,1,ZZ,98000,29726,GUATEMALA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
250,2010,1,ZZ,98000,29726,GUATEMALA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
251,2010,1,ZZ,98000,29726,GUATEMALA,Presidente,43,PV,PARTIDO VERDE,16
252,2010,1,ZZ,11380,29742,JAPAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,200
253,2010,1,ZZ,11380,29742,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,96
254,2010,1,ZZ,11380,29742,JAPAO,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
255,2010,1,ZZ,11380,29742,JAPAO,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
256,2010,1,ZZ,11380,29742,JAPAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,5
257,2010,1,ZZ,11380,29742,JAPAO,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
258,2010,1,ZZ,11380,29742,JAPAO,Presidente,43,PV,PARTIDO VERDE,40
259,2010,1,ZZ,11266,30902,ESTADOS UNIDOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,91
260,2010,1,ZZ,11266,30902,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,71
261,2010,1,ZZ,11266,30902,ESTADOS UNIDOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
262,2010,1,ZZ,11266,30902,ESTADOS UNIDOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,7
263,2010,1,ZZ,11266,30902,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
264,2010,1,ZZ,11266,30902,ESTADOS UNIDOS,Presidente,43,PV,PARTIDO VERDE,67
265,2010,1,ZZ,98868,29777,CUBA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,11
266,2010,1,ZZ,98868,29777,CUBA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,195
267,2010,1,ZZ,98868,29777,CUBA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
268,2010,1,ZZ,98868,29777,CUBA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
269,2010,1,ZZ,98868,29777,CUBA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3
270,2010,1,ZZ,98868,29777,CUBA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
271,2010,1,ZZ,98868,29777,CUBA,Presidente,43,PV,PARTIDO VERDE,14
272,2010,1,ZZ,98426,29785,FINLANDIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,47
273,2010,1,ZZ,98426,29785,FINLANDIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,38
274,2010,1,ZZ,98426,29785,FINLANDIA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
275,2010,1,ZZ,98426,29785,FINLANDIA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
276,2010,1,ZZ,98426,29785,FINLANDIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
277,2010,1,ZZ,98426,29785,FINLANDIA,Presidente,43,PV,PARTIDO VERDE,36
278,2010,1,ZZ,29025,29793,HONG KONG,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,32
279,2010,1,ZZ,29025,29793,HONG KONG,Presidente,13,PT,PARTIDO DOS TRABALHADORES,17
280,2010,1,ZZ,29025,29793,HONG KONG,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
281,2010,1,ZZ,29025,29793,HONG KONG,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3
282,2010,1,ZZ,29025,29793,HONG KONG,Presidente,43,PV,PARTIDO VERDE,18
283,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,929
284,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,251
285,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,6
286,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,4
287,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,9
288,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,13
289,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
290,2010,1,ZZ,11266,29807,ESTADOS UNIDOS,Presidente,43,PV,PARTIDO VERDE,285
291,2010,1,ZZ,29211,29840,INDONESIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,6
292,2010,1,ZZ,29211,29840,INDONESIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1
293,2010,1,ZZ,29211,29840,INDONESIA,Presidente,43,PV,PARTIDO VERDE,2
294,2010,1,ZZ,29190,29866,JAMAICA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,3
295,2010,1,ZZ,29190,29866,JAMAICA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,17
296,2010,1,ZZ,29190,29866,JAMAICA,Presidente,43,PV,PARTIDO VERDE,2
297,2010,1,ZZ,29874,29874,REPUBLICA DEMOCRATICA DO CONGO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,7
298,2010,1,ZZ,29874,29874,REPUBLICA DEMOCRATICA DO CONGO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,8
299,2010,1,ZZ,29874,29874,REPUBLICA DEMOCRATICA DO CONGO,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,1
300,2010,1,ZZ,29874,29874,REPUBLICA DEMOCRATICA DO CONGO,Presidente,43,PV,PARTIDO VERDE,4
301,2010,1,ZZ,29157,29882,KUWAIT,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
302,2010,1,ZZ,29157,29882,KUWAIT,Presidente,13,PT,PARTIDO DOS TRABALHADORES,10
303,2010,1,ZZ,29157,29882,KUWAIT,Presidente,43,PV,PARTIDO VERDE,7
304,2010,1,ZZ,29130,29890,MALASIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,16
305,2010,1,ZZ,29130,29890,MALASIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,7
306,2010,1,ZZ,29130,29890,MALASIA,Presidente,43,PV,PARTIDO VERDE,8
307,2010,1,ZZ,11800,29904,BOLIVIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,75
308,2010,1,ZZ,11800,29904,BOLIVIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,70
309,2010,1,ZZ,11800,29904,BOLIVIA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
310,2010,1,ZZ,11800,29904,BOLIVIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
311,2010,1,ZZ,11800,29904,BOLIVIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
312,2010,1,ZZ,11800,29904,BOLIVIA,Presidente,43,PV,PARTIDO VERDE,39
313,2010,1,ZZ,98361,29912,NIGERIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,13
314,2010,1,ZZ,98361,29912,NIGERIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,7
315,2010,1,ZZ,98060,29939,GABAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2
316,2010,1,ZZ,98060,29939,GABAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,17
317,2010,1,ZZ,98060,29939,GABAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
318,2010,1,ZZ,98060,29939,GABAO,Presidente,43,PV,PARTIDO VERDE,3
319,2010,1,ZZ,11460,29947,PERU,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,193
320,2010,1,ZZ,11460,29947,PERU,Presidente,13,PT,PARTIDO DOS TRABALHADORES,127
321,2010,1,ZZ,11460,29947,PERU,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,4
322,2010,1,ZZ,11460,29947,PERU,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,5
323,2010,1,ZZ,11460,29947,PERU,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3
324,2010,1,ZZ,11460,29947,PERU,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,6
325,2010,1,ZZ,11460,29947,PERU,Presidente,43,PV,PARTIDO VERDE,56
326,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1144
327,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,13,PT,PARTIDO DOS TRABALHADORES,2094
328,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,8
329,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
330,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3
331,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,8
332,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,28
333,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,11
334,2010,1,ZZ,11509,29955,PORTUGAL,Presidente,43,PV,PARTIDO VERDE,612
335,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1152
336,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1106
337,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,7
338,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,3
339,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,4
340,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,5
341,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,33
342,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,18
343,2010,1,ZZ,98841,29971,INGLATERRA,Presidente,43,PV,PARTIDO VERDE,782
344,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,697
345,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,269
346,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
347,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2
348,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,9
349,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,6
350,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,7
351,2010,1,ZZ,11266,29980,ESTADOS UNIDOS,Presidente,43,PV,PARTIDO VERDE,290
352,2010,1,ZZ,98965,29998,ANGOLA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,46
353,2010,1,ZZ,98965,29998,ANGOLA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,78
354,2010,1,ZZ,98965,29998,ANGOLA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
355,2010,1,ZZ,98965,29998,ANGOLA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
356,2010,1,ZZ,98965,29998,ANGOLA,Presidente,43,PV,PARTIDO VERDE,27
357,2010,1,ZZ,11240,30066,ESPANHA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,403
358,2010,1,ZZ,11240,30066,ESPANHA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,689
359,2010,1,ZZ,11240,30066,ESPANHA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
360,2010,1,ZZ,11240,30066,ESPANHA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
361,2010,1,ZZ,11240,30066,ESPANHA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,3
362,2010,1,ZZ,11240,30066,ESPANHA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,8
363,2010,1,ZZ,11240,30066,ESPANHA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,9
364,2010,1,ZZ,11240,30066,ESPANHA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,13
365,2010,1,ZZ,11240,30066,ESPANHA,Presidente,43,PV,PARTIDO VERDE,212
366,2010,1,ZZ,98442,30082,FILIPINAS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,7
367,2010,1,ZZ,98442,30082,FILIPINAS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,19
368,2010,1,ZZ,98442,30082,FILIPINAS,Presidente,43,PV,PARTIDO VERDE,1
369,2010,1,ZZ,98838,30074,NICARAGUA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23
370,2010,1,ZZ,98838,30074,NICARAGUA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,56
371,2010,1,ZZ,98838,30074,NICARAGUA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
372,2010,1,ZZ,98838,30074,NICARAGUA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2
373,2010,1,ZZ,98838,30074,NICARAGUA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,2
374,2010,1,ZZ,98838,30074,NICARAGUA,Presidente,43,PV,PARTIDO VERDE,5
375,2010,1,ZZ,29116,30090,MOCAMBIQUE,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,51
376,2010,1,ZZ,29116,30090,MOCAMBIQUE,Presidente,13,PT,PARTIDO DOS TRABALHADORES,95
377,2010,1,ZZ,29116,30090,MOCAMBIQUE,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
378,2010,1,ZZ,29116,30090,MOCAMBIQUE,Presidente,43,PV,PARTIDO VERDE,55
379,2010,1,ZZ,11142,39004,ARGENTINA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,11
380,2010,1,ZZ,11142,39004,ARGENTINA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,56
381,2010,1,ZZ,11142,39004,ARGENTINA,Presidente,43,PV,PARTIDO VERDE,20
382,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2510
383,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,13,PT,PARTIDO DOS TRABALHADORES,622
384,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,3
385,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,2
386,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,6
387,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,3
388,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,42
389,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,16
390,2010,1,ZZ,11266,30112,ESTADOS UNIDOS,Presidente,43,PV,PARTIDO VERDE,1051
391,2010,1,ZZ,11363,30120,ITALIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,961
392,2010,1,ZZ,11363,30120,ITALIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,1976
393,2010,1,ZZ,11363,30120,ITALIA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,24
394,2010,1,ZZ,11363,30120,ITALIA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,5
395,2010,1,ZZ,11363,30120,ITALIA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,16
396,2010,1,ZZ,11363,30120,ITALIA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,25
397,2010,1,ZZ,11363,30120,ITALIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,15
398,2010,1,ZZ,11363,30120,ITALIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,49
399,2010,1,ZZ,11363,30120,ITALIA,Presidente,43,PV,PARTIDO VERDE,641
400,2010,1,ZZ,11380,30139,JAPAO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,192
401,2010,1,ZZ,11380,30139,JAPAO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,101
402,2010,1,ZZ,11380,30139,JAPAO,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,2
403,2010,1,ZZ,11380,30139,JAPAO,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
404,2010,1,ZZ,11380,30139,JAPAO,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,6
405,2010,1,ZZ,11380,30139,JAPAO,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,6
406,2010,1,ZZ,11380,30139,JAPAO,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3
407,2010,1,ZZ,11380,30139,JAPAO,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
408,2010,1,ZZ,11380,30139,JAPAO,Presidente,43,PV,PARTIDO VERDE,63
409,2010,1,ZZ,11568,30147,URUGUAI,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,289
410,2010,1,ZZ,11568,30147,URUGUAI,Presidente,13,PT,PARTIDO DOS TRABALHADORES,409
411,2010,1,ZZ,11568,30147,URUGUAI,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,4
412,2010,1,ZZ,11568,30147,URUGUAI,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2
413,2010,1,ZZ,11568,30147,URUGUAI,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,1
414,2010,1,ZZ,11568,30147,URUGUAI,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,10
415,2010,1,ZZ,11568,30147,URUGUAI,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,13
416,2010,1,ZZ,11568,30147,URUGUAI,Presidente,43,PV,PARTIDO VERDE,152
417,2010,1,ZZ,98906,30155,CANADA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,673
418,2010,1,ZZ,98906,30155,CANADA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,471
419,2010,1,ZZ,98906,30155,CANADA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
420,2010,1,ZZ,98906,30155,CANADA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,1
421,2010,1,ZZ,98906,30155,CANADA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,4
422,2010,1,ZZ,98906,30155,CANADA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,2
423,2010,1,ZZ,98906,30155,CANADA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,10
424,2010,1,ZZ,98906,30155,CANADA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
425,2010,1,ZZ,98906,30155,CANADA,Presidente,43,PV,PARTIDO VERDE,400
426,2010,1,ZZ,98760,30163,RUSSIA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,11
427,2010,1,ZZ,98760,30163,RUSSIA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,8
428,2010,1,ZZ,98760,30163,RUSSIA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,1
429,2010,1,ZZ,98760,30163,RUSSIA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,1
430,2010,1,ZZ,98760,30163,RUSSIA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
431,2010,1,ZZ,98760,30163,RUSSIA,Presidente,43,PV,PARTIDO VERDE,7
432,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,509
433,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,13,PT,PARTIDO DOS TRABALHADORES,426
434,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,21,PCB,PARTIDO COMUNISTA BRASILEIRO,5
435,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,29,PCO,PARTIDO DA CAUSA OPERARIA,7
436,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,5
437,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,27,PSDC,PARTIDO SOCIAL DEMOCRATA CRISTAO,6
438,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,7
439,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,16,PSTU,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,5
440,2010,1,ZZ,11100,30180,ALEMANHA,Presidente,43,PV,PARTIDO VERDE,349
441,2010,1,ZZ,11428,30104,MEXICO,Presidente,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,216
442,2010,1,ZZ,11428,30104,MEXICO,Presidente,13,PT,PARTIDO DOS TRABALHADORES,147
