Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Initials,Party Number,Party Name,Number of Votes
2002,1,ZZ,98086,EGITO,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,4
2002,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
2002,2,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,35
2002,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26
2002,2,ZZ,98469,EL SALVADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,39
2002,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,32
2002,1,ZZ,98469,EL SALVADOR,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,3
2002,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,2
2002,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
2002,2,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
2002,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,4
2002,2,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,8
2002,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,9
2002,1,ZZ,98728,EMIRADOS ARABES,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,11223,EQUADOR,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,3
2002,1,ZZ,11223,EQUADOR,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
2002,2,ZZ,11223,EQUADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,47
2002,1,ZZ,11223,EQUADOR,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,42
2002,1,ZZ,11223,EQUADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,19
2002,2,ZZ,11223,EQUADOR,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
2002,1,ZZ,11223,EQUADOR,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,12
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,17
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,82
2002,2,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,102
2002,2,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,264
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,246
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,13
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,34
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,76
2002,2,ZZ,11240,ESPANHA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,90
2002,2,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,302
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,306
2002,1,ZZ,11240,ESPANHA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,26
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,35
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,110
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,100
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,100
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,96
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,700
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,651
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1782
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1049
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1402
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1092
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,15
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,6
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,652
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,752
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1165
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1770
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2879
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2363
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,21
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,10
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,59
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,96
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,249
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,289
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,372
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,357
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,4
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,139
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,250
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,607
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,481
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,751
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,596
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,6
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,2
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,34
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,55
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,192
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,167
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,117
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,138
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,31
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,56
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,208
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,243
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,290
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,331
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,369
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,304
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,274
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,631
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1054
2002,2,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1230
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,8
2002,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,3
2002,1,ZZ,98442,FILIPINAS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,9
2002,1,ZZ,98442,FILIPINAS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
2002,2,ZZ,98442,FILIPINAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21
2002,1,ZZ,98442,FILIPINAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,17
2002,2,ZZ,98442,FILIPINAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,34
2002,1,ZZ,98442,FILIPINAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
2002,1,ZZ,98426,FINLANDIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,9
2002,1,ZZ,98426,FINLANDIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
2002,1,ZZ,98426,FINLANDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21
2002,2,ZZ,98426,FINLANDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26
2002,1,ZZ,98426,FINLANDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,44
2002,2,ZZ,98426,FINLANDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,38
2002,1,ZZ,98426,FINLANDIA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,11282,FRANCA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,8
2002,1,ZZ,11282,FRANCA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,35
2002,2,ZZ,11282,FRANCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,271
2002,1,ZZ,11282,FRANCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,274
2002,1,ZZ,11282,FRANCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,722
2002,2,ZZ,11282,FRANCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,719
2002,1,ZZ,11282,FRANCA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,9
2002,1,ZZ,98060,GABAO,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,2
2002,1,ZZ,98060,GABAO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1
2002,2,ZZ,98060,GABAO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,13
2002,1,ZZ,98060,GABAO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,13
2002,1,ZZ,98043,GANA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
2002,2,ZZ,98043,GANA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,2
2002,1,ZZ,98043,GANA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1
2002,2,ZZ,98043,GANA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
2002,1,ZZ,98043,GANA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,7
2002,1,ZZ,11827,GRECIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,11
2002,1,ZZ,11827,GRECIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,11
2002,2,ZZ,11827,GRECIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,46
2002,1,ZZ,11827,GRECIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,34
2002,2,ZZ,11827,GRECIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,84
2002,1,ZZ,11827,GRECIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,69
2002,1,ZZ,11827,GRECIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
2002,1,ZZ,11827,GRECIA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,2
2002,1,ZZ,98000,GUATEMALA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,5
2002,1,ZZ,98000,GUATEMALA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,26
2002,1,ZZ,98000,GUATEMALA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27
2002,2,ZZ,98000,GUATEMALA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,45
2002,1,ZZ,98000,GUATEMALA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,40
2002,2,ZZ,98000,GUATEMALA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,46
2002,1,ZZ,11304,GUIANA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,8
2002,1,ZZ,11304,GUIANA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
2002,1,ZZ,11304,GUIANA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,12
2002,2,ZZ,11304,GUIANA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21
2002,1,ZZ,11304,GUIANA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,23
2002,2,ZZ,11304,GUIANA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,28
2002,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,188
2002,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,78
2002,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,261
2002,2,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,423
2002,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,318
2002,2,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,371
2002,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,8
2002,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,6
2002,1,ZZ,98027,GUINE BISSAU,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,24
2002,1,ZZ,98027,GUINE BISSAU,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
2002,1,ZZ,98027,GUINE BISSAU,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,14
2002,2,ZZ,98027,GUINE BISSAU,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,40
2002,2,ZZ,98027,GUINE BISSAU,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,37
2002,1,ZZ,98027,GUINE BISSAU,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,34
2002,1,ZZ,29076,HONDURAS,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,3
2002,1,ZZ,29076,HONDURAS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
2002,1,ZZ,29076,HONDURAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,10
2002,2,ZZ,29076,HONDURAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,15
2002,1,ZZ,29076,HONDURAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
2002,2,ZZ,29076,HONDURAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,15
2002,1,ZZ,29025,HONG KONG,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,4
2002,1,ZZ,29025,HONG KONG,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,12
2002,2,ZZ,29025,HONG KONG,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,50
2002,1,ZZ,29025,HONG KONG,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,39
2002,2,ZZ,29025,HONG KONG,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,28
2002,1,ZZ,29025,HONG KONG,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,26
2002,1,ZZ,29238,HUNGRIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,3
2002,1,ZZ,29238,HUNGRIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
2002,1,ZZ,29238,HUNGRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,12
2002,2,ZZ,29238,HUNGRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
2002,2,ZZ,29238,HUNGRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,18
2002,1,ZZ,29238,HUNGRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
2002,1,ZZ,98825,INDIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,6
2002,1,ZZ,98825,INDIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
2002,1,ZZ,98825,INDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,8
2002,2,ZZ,98825,INDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,11
2002,2,ZZ,98825,INDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,10
2002,1,ZZ,98825,INDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,9
2002,1,ZZ,29211,INDONESIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
2002,2,ZZ,29211,INDONESIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,6
2002,1,ZZ,29211,INDONESIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
2002,2,ZZ,29211,INDONESIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
2002,1,ZZ,29211,INDONESIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
2002,1,ZZ,98841,INGLATERRA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,104
2002,1,ZZ,98841,INGLATERRA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,96
2002,2,ZZ,98841,INGLATERRA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,404
2002,1,ZZ,98841,INGLATERRA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,375
2002,1,ZZ,98841,INGLATERRA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1137
2002,2,ZZ,98841,INGLATERRA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1091
2002,1,ZZ,98841,INGLATERRA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,9
2002,1,ZZ,98841,INGLATERRA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,1
2002,1,ZZ,29033,IRLANDA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
2002,1,ZZ,29033,IRLANDA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,11
2002,2,ZZ,29033,IRLANDA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,17
2002,1,ZZ,29033,IRLANDA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,33
2002,2,ZZ,29033,IRLANDA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,27
2002,1,ZZ,11347,ISRAEL,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,5
2002,1,ZZ,11347,ISRAEL,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
2002,1,ZZ,11347,ISRAEL,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,40
2002,2,ZZ,11347,ISRAEL,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,36
2002,2,ZZ,11347,ISRAEL,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,19
2002,1,ZZ,11347,ISRAEL,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,68
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,87
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,279
2002,2,ZZ,11363,ITALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,350
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,911
2002,2,ZZ,11363,ITALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,981
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,16
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PCO,29,PARTIDO DA CAUSA OPERÁRIA,4
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PSB,40,PARTIDO SOCIALISTA BRASILEIRO,70
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,90
2002,2,ZZ,11363,ITALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,249
2002,1,ZZ,11363,ITALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,184
