Election Year,Election Round,Place (ZZ = Exterior),Municipality Code,Municipality Name,Office,Party Initials,Party Number,Party Name,Number of Votes
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,80
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,68
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,542
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,3
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,7
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,7
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,5
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,79
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,194
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,687
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,5
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,4
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,22
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,69
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,204
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,10
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,2
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,3
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,6
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,5
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,11
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,3
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,92
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,144
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,767
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,28
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,124
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,5
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,6
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,31
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,61
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,233
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,2
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,2
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PV,43,PARTIDO VERDE,3
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,15
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,28
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,157
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,416
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,13
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,21
1998,1,ZZ,11266,ESTADOS UNIDOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,58
1998,1,ZZ,98442,FILIPINAS,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,98442,FILIPINAS,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,98442,FILIPINAS,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,98442,FILIPINAS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,5
1998,1,ZZ,98442,FILIPINAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
1998,1,ZZ,98442,FILIPINAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,24
1998,1,ZZ,98426,FINLANDIA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,98426,FINLANDIA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,98426,FINLANDIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,98426,FINLANDIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,98426,FINLANDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,6
1998,1,ZZ,98426,FINLANDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,31
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,3
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,74
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,42
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,2
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,2
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PV,43,PARTIDO VERDE,17
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,3
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,53
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,289
1998,1,ZZ,11282,FRANCA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,384
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,2
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,3
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,25
1998,1,ZZ,11827,GRECIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,98
1998,1,ZZ,98000,GUATEMALA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,4
1998,1,ZZ,98000,GUATEMALA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,12
1998,1,ZZ,98000,GUATEMALA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,24
1998,1,ZZ,98000,GUATEMALA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,75
1998,1,ZZ,11304,GUIANA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,11304,GUIANA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,4
1998,1,ZZ,11304,GUIANA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,19
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,1
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,4
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,1
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,2
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,3
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PV,43,PARTIDO VERDE,14
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,10
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,7
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,24
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,77
1998,1,ZZ,11320,GUIANA FRANCESA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,606
1998,1,ZZ,29076,HONDURAS,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,29076,HONDURAS,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,29076,HONDURAS,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,8
1998,1,ZZ,29076,HONDURAS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,12
1998,1,ZZ,29076,HONDURAS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,64
1998,1,ZZ,29025,HONG KONG,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,29025,HONG KONG,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,4
1998,1,ZZ,29025,HONG KONG,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,3
1998,1,ZZ,29025,HONG KONG,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27
1998,1,ZZ,29238,HUNGRIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,29238,HUNGRIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,29238,HUNGRIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,29238,HUNGRIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,3
1998,1,ZZ,29238,HUNGRIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20
1998,1,ZZ,98825,INDIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
1998,1,ZZ,98825,INDIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,4
1998,1,ZZ,98825,INDIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,13
1998,1,ZZ,29211,INDONESIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,1
1998,1,ZZ,29211,INDONESIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,4
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PV,43,PARTIDO VERDE,5
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,6
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,41
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,194
1998,1,ZZ,98841,INGLATERRA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,336
1998,1,ZZ,29033,IRLANDA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,29033,IRLANDA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,10
1998,1,ZZ,29033,IRLANDA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,18
1998,1,ZZ,29033,IRLANDA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,23
1998,1,ZZ,11347,ISRAEL,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,11347,ISRAEL,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
1998,1,ZZ,11347,ISRAEL,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,11
1998,1,ZZ,11347,ISRAEL,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,45
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,5
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,2
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,11
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,3
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PV,43,PARTIDO VERDE,8
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,22
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,8
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,78
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,398
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,684
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,3
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSC,20,PARTIDO SOCIAL CRISTÃO,1
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PV,43,PARTIDO VERDE,4
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,14
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,4
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,41
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,212
1998,1,ZZ,11363,ITALIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,432
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,5
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,32
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,139
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,10
1998,1,ZZ,11380,JAPAO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,63
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,1
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PSN,31,PARTIDO DA SOLIDARIEDADE NACIONAL,1
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,2
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,1
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,1
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,15
1998,1,ZZ,29181,JORDANIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,66
1998,1,ZZ,29157,KUWAIT,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,29157,KUWAIT,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,1
1998,1,ZZ,29157,KUWAIT,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,5
1998,1,ZZ,29157,KUWAIT,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,9
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PSTU,16,PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO,5
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PTN,19,PARTIDO TRABALHISTA NACIONAL,4
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PSDC,27,PARTIDO SOCIAL DEMOCRATA CRISTÃO,1
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,2
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PT do B,70,PARTIDO TRABALHISTA DO BRASIL,2
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,10
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,17
1998,1,ZZ,11401,LIBANO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,160
1998,1,ZZ,29130,MALASIA,PRESIDENTE,PV,43,PARTIDO VERDE,1
1998,1,ZZ,29130,MALASIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,3
1998,1,ZZ,29130,MALASIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,2
1998,1,ZZ,29130,MALASIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,12
1998,1,ZZ,29122,MARROCOS,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,3
1998,1,ZZ,29122,MARROCOS,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,10
1998,1,ZZ,11428,MEXICO,PRESIDENTE,PRONA,56,PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL,6
1998,1,ZZ,11428,MEXICO,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,6
1998,1,ZZ,11428,MEXICO,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,40
1998,1,ZZ,11428,MEXICO,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,112
1998,1,ZZ,29114,MOCAMBIQUE,PRESIDENTE,PMN,33,PARTIDO DA MOBILIZAÇÃO NACIONAL,1
1998,1,ZZ,29114,MOCAMBIQUE,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,9
1998,1,ZZ,29114,MOCAMBIQUE,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,32
1998,1,ZZ,29114,MOCAMBIQUE,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,83
1998,1,ZZ,98388,NICARAGUA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,7
1998,1,ZZ,98388,NICARAGUA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,22
1998,1,ZZ,98388,NICARAGUA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,33
1998,1,ZZ,98361,NIGERIA,PRESIDENTE,PPS,23,PARTIDO POPULAR SOCIALISTA,2
1998,1,ZZ,98361,NIGERIA,PRESIDENTE,PT,13,PARTIDO DOS TRABALHADORES,9
1998,1,ZZ,98361,NIGERIA,PRESIDENTE,PSDB,45,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,14
