,election_year,election_round,municipality_code,municipality_name,office,party_name,number_of_votes
303,2002,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,208
304,2002,2,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,243
305,2002,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,290
306,2002,2,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,331
307,2002,1,11266,Estados Unidos,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
308,2002,1,11266,Estados Unidos,Presidente,Partido Socialista Brasileiro,369
309,2002,1,11266,Estados Unidos,Presidente,Partido Popular Socialista,304
310,2002,1,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,274
311,2002,2,11266,Estados Unidos,Presidente,Partido Da Social Democracia Brasileira,631
312,2002,1,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,1054
313,2002,2,11266,Estados Unidos,Presidente,Partido Dos Trabalhadores,1230
314,2002,1,11266,Estados Unidos,Presidente,Partido Socialista Dos Trabalhadores Unificado,8
315,2002,1,11266,Estados Unidos,Presidente,Partido Da Causa Operaria,3
316,2002,1,98442,Filipinas,Presidente,Partido Socialista Brasileiro,9
317,2002,1,98442,Filipinas,Presidente,Partido Popular Socialista,4
318,2002,2,98442,Filipinas,Presidente,Partido Da Social Democracia Brasileira,21
319,2002,1,98442,Filipinas,Presidente,Partido Da Social Democracia Brasileira,17
320,2002,2,98442,Filipinas,Presidente,Partido Dos Trabalhadores,34
321,2002,1,98442,Filipinas,Presidente,Partido Dos Trabalhadores,25
322,2002,1,98426,Finlandia,Presidente,Partido Socialista Brasileiro,9
323,2002,1,98426,Finlandia,Presidente,Partido Popular Socialista,4
324,2002,1,98426,Finlandia,Presidente,Partido Da Social Democracia Brasileira,21
325,2002,2,98426,Finlandia,Presidente,Partido Da Social Democracia Brasileira,26
326,2002,1,98426,Finlandia,Presidente,Partido Dos Trabalhadores,44
327,2002,2,98426,Finlandia,Presidente,Partido Dos Trabalhadores,38
328,2002,1,98426,Finlandia,Presidente,Partido Da Causa Operaria,1
329,2002,1,11282,Franca,Presidente,Partido Socialista Brasileiro,8
330,2002,1,11282,Franca,Presidente,Partido Popular Socialista,35
331,2002,2,11282,Franca,Presidente,Partido Da Social Democracia Brasileira,271
332,2002,1,11282,Franca,Presidente,Partido Da Social Democracia Brasileira,274
333,2002,1,11282,Franca,Presidente,Partido Dos Trabalhadores,722
334,2002,2,11282,Franca,Presidente,Partido Dos Trabalhadores,719
335,2002,1,11282,Franca,Presidente,Partido Socialista Dos Trabalhadores Unificado,9
336,2002,1,98060,Gabao,Presidente,Partido Socialista Brasileiro,2
337,2002,1,98060,Gabao,Presidente,Partido Da Social Democracia Brasileira,1
338,2002,2,98060,Gabao,Presidente,Partido Dos Trabalhadores,13
339,2002,1,98060,Gabao,Presidente,Partido Dos Trabalhadores,13
340,2002,1,98043,Gana,Presidente,Partido Popular Socialista,1
341,2002,2,98043,Gana,Presidente,Partido Da Social Democracia Brasileira,2
342,2002,1,98043,Gana,Presidente,Partido Da Social Democracia Brasileira,1
343,2002,2,98043,Gana,Presidente,Partido Dos Trabalhadores,6
344,2002,1,98043,Gana,Presidente,Partido Dos Trabalhadores,7
345,2002,1,11827,Grecia,Presidente,Partido Socialista Brasileiro,11
346,2002,1,11827,Grecia,Presidente,Partido Popular Socialista,11
347,2002,2,11827,Grecia,Presidente,Partido Da Social Democracia Brasileira,46
348,2002,1,11827,Grecia,Presidente,Partido Da Social Democracia Brasileira,34
349,2002,2,11827,Grecia,Presidente,Partido Dos Trabalhadores,84
350,2002,1,11827,Grecia,Presidente,Partido Dos Trabalhadores,69
351,2002,1,11827,Grecia,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
352,2002,1,11827,Grecia,Presidente,Partido Da Causa Operaria,2
353,2002,1,98000,Guatemala,Presidente,Partido Socialista Brasileiro,5
354,2002,1,98000,Guatemala,Presidente,Partido Popular Socialista,26
355,2002,1,98000,Guatemala,Presidente,Partido Da Social Democracia Brasileira,27
356,2002,2,98000,Guatemala,Presidente,Partido Da Social Democracia Brasileira,45
357,2002,1,98000,Guatemala,Presidente,Partido Dos Trabalhadores,40
358,2002,2,98000,Guatemala,Presidente,Partido Dos Trabalhadores,46
359,2002,1,11304,Guiana,Presidente,Partido Socialista Brasileiro,8
360,2002,1,11304,Guiana,Presidente,Partido Popular Socialista,7
361,2002,1,11304,Guiana,Presidente,Partido Da Social Democracia Brasileira,12
362,2002,2,11304,Guiana,Presidente,Partido Da Social Democracia Brasileira,21
363,2002,1,11304,Guiana,Presidente,Partido Dos Trabalhadores,23
364,2002,2,11304,Guiana,Presidente,Partido Dos Trabalhadores,28
365,2002,1,11320,Guiana Francesa,Presidente,Partido Socialista Brasileiro,188
366,2002,1,11320,Guiana Francesa,Presidente,Partido Popular Socialista,78
367,2002,1,11320,Guiana Francesa,Presidente,Partido Da Social Democracia Brasileira,261
368,2002,2,11320,Guiana Francesa,Presidente,Partido Da Social Democracia Brasileira,423
369,2002,1,11320,Guiana Francesa,Presidente,Partido Dos Trabalhadores,318
370,2002,2,11320,Guiana Francesa,Presidente,Partido Dos Trabalhadores,371
371,2002,1,11320,Guiana Francesa,Presidente,Partido Socialista Dos Trabalhadores Unificado,8
372,2002,1,11320,Guiana Francesa,Presidente,Partido Da Causa Operaria,6
373,2002,1,98027,Guine Bissau,Presidente,Partido Socialista Brasileiro,24
374,2002,1,98027,Guine Bissau,Presidente,Partido Popular Socialista,2
375,2002,1,98027,Guine Bissau,Presidente,Partido Da Social Democracia Brasileira,14
376,2002,2,98027,Guine Bissau,Presidente,Partido Da Social Democracia Brasileira,40
377,2002,2,98027,Guine Bissau,Presidente,Partido Dos Trabalhadores,37
378,2002,1,98027,Guine Bissau,Presidente,Partido Dos Trabalhadores,34
379,2002,1,29076,Honduras,Presidente,Partido Socialista Brasileiro,3
380,2002,1,29076,Honduras,Presidente,Partido Popular Socialista,5
381,2002,1,29076,Honduras,Presidente,Partido Da Social Democracia Brasileira,10
382,2002,2,29076,Honduras,Presidente,Partido Da Social Democracia Brasileira,15
383,2002,1,29076,Honduras,Presidente,Partido Dos Trabalhadores,17
384,2002,2,29076,Honduras,Presidente,Partido Dos Trabalhadores,15
385,2002,1,29025,Hong Kong,Presidente,Partido Socialista Brasileiro,4
386,2002,1,29025,Hong Kong,Presidente,Partido Popular Socialista,12
387,2002,2,29025,Hong Kong,Presidente,Partido Da Social Democracia Brasileira,50
388,2002,1,29025,Hong Kong,Presidente,Partido Da Social Democracia Brasileira,39
389,2002,2,29025,Hong Kong,Presidente,Partido Dos Trabalhadores,28
390,2002,1,29025,Hong Kong,Presidente,Partido Dos Trabalhadores,26
391,2002,1,29238,Hungria,Presidente,Partido Socialista Brasileiro,3
392,2002,1,29238,Hungria,Presidente,Partido Popular Socialista,3
393,2002,1,29238,Hungria,Presidente,Partido Da Social Democracia Brasileira,12
394,2002,2,29238,Hungria,Presidente,Partido Da Social Democracia Brasileira,9
395,2002,2,29238,Hungria,Presidente,Partido Dos Trabalhadores,18
396,2002,1,29238,Hungria,Presidente,Partido Dos Trabalhadores,17
397,2002,1,98825,India,Presidente,Partido Socialista Brasileiro,6
398,2002,1,98825,India,Presidente,Partido Popular Socialista,1
399,2002,1,98825,India,Presidente,Partido Da Social Democracia Brasileira,8
400,2002,2,98825,India,Presidente,Partido Da Social Democracia Brasileira,11
401,2002,2,98825,India,Presidente,Partido Dos Trabalhadores,10
402,2002,1,98825,India,Presidente,Partido Dos Trabalhadores,9
403,2002,1,29211,Indonesia,Presidente,Partido Popular Socialista,1
404,2002,2,29211,Indonesia,Presidente,Partido Da Social Democracia Brasileira,6
405,2002,1,29211,Indonesia,Presidente,Partido Da Social Democracia Brasileira,9
406,2002,2,29211,Indonesia,Presidente,Partido Dos Trabalhadores,6
407,2002,1,29211,Indonesia,Presidente,Partido Dos Trabalhadores,6
408,2002,1,98841,Inglaterra,Presidente,Partido Socialista Brasileiro,104
409,2002,1,98841,Inglaterra,Presidente,Partido Popular Socialista,96
410,2002,2,98841,Inglaterra,Presidente,Partido Da Social Democracia Brasileira,404
411,2002,1,98841,Inglaterra,Presidente,Partido Da Social Democracia Brasileira,375
412,2002,1,98841,Inglaterra,Presidente,Partido Dos Trabalhadores,1137
413,2002,2,98841,Inglaterra,Presidente,Partido Dos Trabalhadores,1091
414,2002,1,98841,Inglaterra,Presidente,Partido Socialista Dos Trabalhadores Unificado,9
415,2002,1,98841,Inglaterra,Presidente,Partido Da Causa Operaria,1
416,2002,1,29033,Irlanda,Presidente,Partido Popular Socialista,4
417,2002,1,29033,Irlanda,Presidente,Partido Da Social Democracia Brasileira,11
418,2002,2,29033,Irlanda,Presidente,Partido Da Social Democracia Brasileira,17
419,2002,1,29033,Irlanda,Presidente,Partido Dos Trabalhadores,33
420,2002,2,29033,Irlanda,Presidente,Partido Dos Trabalhadores,27
421,2002,1,11347,Israel,Presidente,Partido Socialista Brasileiro,5
422,2002,1,11347,Israel,Presidente,Partido Popular Socialista,2
423,2002,1,11347,Israel,Presidente,Partido Da Social Democracia Brasileira,40
424,2002,2,11347,Israel,Presidente,Partido Da Social Democracia Brasileira,36
425,2002,2,11347,Israel,Presidente,Partido Dos Trabalhadores,19
426,2002,1,11347,Israel,Presidente,Partido Dos Trabalhadores,17
427,2002,1,11363,Italia,Presidente,Partido Socialista Brasileiro,68
428,2002,1,11363,Italia,Presidente,Partido Popular Socialista,87
429,2002,1,11363,Italia,Presidente,Partido Da Social Democracia Brasileira,279
430,2002,2,11363,Italia,Presidente,Partido Da Social Democracia Brasileira,350
431,2002,1,11363,Italia,Presidente,Partido Dos Trabalhadores,911
432,2002,2,11363,Italia,Presidente,Partido Dos Trabalhadores,981
433,2002,1,11363,Italia,Presidente,Partido Socialista Dos Trabalhadores Unificado,16
434,2002,1,11363,Italia,Presidente,Partido Da Causa Operaria,4
435,2002,1,11363,Italia,Presidente,Partido Socialista Brasileiro,70
436,2002,1,11363,Italia,Presidente,Partido Popular Socialista,90
437,2002,2,11363,Italia,Presidente,Partido Da Social Democracia Brasileira,249
438,2002,1,11363,Italia,Presidente,Partido Da Social Democracia Brasileira,184
439,2002,1,11363,Italia,Presidente,Partido Dos Trabalhadores,572
440,2002,2,11363,Italia,Presidente,Partido Dos Trabalhadores,640
441,2002,1,11363,Italia,Presidente,Partido Socialista Dos Trabalhadores Unificado,7
442,2002,1,11363,Italia,Presidente,Partido Da Causa Operaria,10
443,2002,1,11380,Japao,Presidente,Partido Socialista Brasileiro,4
444,2002,1,11380,Japao,Presidente,Partido Popular Socialista,14
445,2002,1,11380,Japao,Presidente,Partido Da Social Democracia Brasileira,100
446,2002,2,11380,Japao,Presidente,Partido Da Social Democracia Brasileira,105
447,2002,1,11380,Japao,Presidente,Partido Dos Trabalhadores,75
448,2002,2,11380,Japao,Presidente,Partido Dos Trabalhadores,78
449,2002,1,11380,Japao,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
450,2002,1,11380,Japao,Presidente,Partido Da Causa Operaria,1
451,2002,1,11380,Japao,Presidente,Partido Socialista Brasileiro,5
452,2002,1,11380,Japao,Presidente,Partido Popular Socialista,12
453,2002,2,11380,Japao,Presidente,Partido Da Social Democracia Brasileira,53
454,2002,1,11380,Japao,Presidente,Partido Da Social Democracia Brasileira,38
455,2002,1,11380,Japao,Presidente,Partido Dos Trabalhadores,24
456,2002,2,11380,Japao,Presidente,Partido Dos Trabalhadores,21
457,2002,1,29181,Jordania,Presidente,Partido Socialista Brasileiro,3
458,2002,1,29181,Jordania,Presidente,Partido Popular Socialista,12
459,2002,1,29181,Jordania,Presidente,Partido Da Social Democracia Brasileira,19
460,2002,2,29181,Jordania,Presidente,Partido Da Social Democracia Brasileira,26
461,2002,1,29181,Jordania,Presidente,Partido Dos Trabalhadores,55
462,2002,2,29181,Jordania,Presidente,Partido Dos Trabalhadores,70
463,2002,1,29181,Jordania,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
464,2002,1,29181,Jordania,Presidente,Partido Da Causa Operaria,6
465,2002,1,29165,Kenia,Presidente,Partido Socialista Brasileiro,7
466,2002,1,29165,Kenia,Presidente,Partido Popular Socialista,1
467,2002,1,29165,Kenia,Presidente,Partido Da Social Democracia Brasileira,8
468,2002,2,29165,Kenia,Presidente,Partido Da Social Democracia Brasileira,14
469,2002,1,29165,Kenia,Presidente,Partido Dos Trabalhadores,23
470,2002,2,29165,Kenia,Presidente,Partido Dos Trabalhadores,26
471,2002,1,11401,Libano,Presidente,Partido Socialista Brasileiro,7
472,2002,1,11401,Libano,Presidente,Partido Popular Socialista,15
473,2002,2,11401,Libano,Presidente,Partido Da Social Democracia Brasileira,87
474,2002,1,11401,Libano,Presidente,Partido Da Social Democracia Brasileira,63
475,2002,2,11401,Libano,Presidente,Partido Dos Trabalhadores,114
476,2002,1,11401,Libano,Presidente,Partido Dos Trabalhadores,98
477,2002,1,11401,Libano,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
478,2002,1,11401,Libano,Presidente,Partido Da Causa Operaria,3
479,2002,1,29122,Marrocos,Presidente,Partido Socialista Brasileiro,3
480,2002,1,29122,Marrocos,Presidente,Partido Popular Socialista,2
481,2002,2,29122,Marrocos,Presidente,Partido Da Social Democracia Brasileira,5
482,2002,1,29122,Marrocos,Presidente,Partido Da Social Democracia Brasileira,4
483,2002,2,29122,Marrocos,Presidente,Partido Dos Trabalhadores,17
484,2002,1,29122,Marrocos,Presidente,Partido Dos Trabalhadores,14
485,2002,1,11428,Mexico,Presidente,Partido Socialista Brasileiro,3
486,2002,1,11428,Mexico,Presidente,Partido Popular Socialista,11
487,2002,2,11428,Mexico,Presidente,Partido Da Social Democracia Brasileira,76
488,2002,1,11428,Mexico,Presidente,Partido Da Social Democracia Brasileira,69
489,2002,1,11428,Mexico,Presidente,Partido Dos Trabalhadores,57
490,2002,2,11428,Mexico,Presidente,Partido Dos Trabalhadores,63
491,2002,1,29114,Mocambique,Presidente,Partido Socialista Brasileiro,16
492,2002,1,29114,Mocambique,Presidente,Partido Popular Socialista,12
493,2002,1,29114,Mocambique,Presidente,Partido Da Social Democracia Brasileira,19
494,2002,2,29114,Mocambique,Presidente,Partido Da Social Democracia Brasileira,28
495,2002,2,29114,Mocambique,Presidente,Partido Dos Trabalhadores,56
496,2002,1,29114,Mocambique,Presidente,Partido Dos Trabalhadores,43
497,2002,1,98388,Nicaragua,Presidente,Partido Socialista Brasileiro,17
498,2002,1,98388,Nicaragua,Presidente,Partido Popular Socialista,2
499,2002,2,98388,Nicaragua,Presidente,Partido Da Social Democracia Brasileira,34
500,2002,1,98388,Nicaragua,Presidente,Partido Da Social Democracia Brasileira,23
501,2002,1,98388,Nicaragua,Presidente,Partido Dos Trabalhadores,40
502,2002,2,98388,Nicaragua,Presidente,Partido Dos Trabalhadores,35
503,2002,1,98388,Nicaragua,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
504,2002,2,98361,Nigeria,Presidente,Partido Da Social Democracia Brasileira,4
505,2002,1,98361,Nigeria,Presidente,Partido Da Social Democracia Brasileira,6
506,2002,2,98361,Nigeria,Presidente,Partido Dos Trabalhadores,9
507,2002,1,98361,Nigeria,Presidente,Partido Dos Trabalhadores,8
508,2002,1,98345,Noruega,Presidente,Partido Socialista Brasileiro,7
509,2002,1,98345,Noruega,Presidente,Partido Popular Socialista,7
510,2002,2,98345,Noruega,Presidente,Partido Da Social Democracia Brasileira,23
511,2002,1,98345,Noruega,Presidente,Partido Da Social Democracia Brasileira,20
512,2002,2,98345,Noruega,Presidente,Partido Dos Trabalhadores,74
513,2002,1,98345,Noruega,Presidente,Partido Dos Trabalhadores,76
514,2002,1,29050,Nova Zelandia,Presidente,Partido Popular Socialista,2
515,2002,2,29050,Nova Zelandia,Presidente,Partido Da Social Democracia Brasileira,5
516,2002,1,29050,Nova Zelandia,Presidente,Partido Da Social Democracia Brasileira,4
517,2002,2,29050,Nova Zelandia,Presidente,Partido Dos Trabalhadores,19
518,2002,1,29050,Nova Zelandia,Presidente,Partido Dos Trabalhadores,23
519,2002,1,29050,Nova Zelandia,Presidente,Partido Da Causa Operaria,1
520,2002,1,29009,Paises Baixos,Presidente,Partido Socialista Brasileiro,16
521,2002,1,29009,Paises Baixos,Presidente,Partido Popular Socialista,12
522,2002,2,29009,Paises Baixos,Presidente,Partido Da Social Democracia Brasileira,81
523,2002,1,29009,Paises Baixos,Presidente,Partido Da Social Democracia Brasileira,82
524,2002,2,29009,Paises Baixos,Presidente,Partido Dos Trabalhadores,146
525,2002,1,29009,Paises Baixos,Presidente,Partido Dos Trabalhadores,191
526,2002,1,29009,Paises Baixos,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
527,2002,1,98329,Panama,Presidente,Partido Socialista Brasileiro,2
528,2002,1,98329,Panama,Presidente,Partido Popular Socialista,15
529,2002,1,98329,Panama,Presidente,Partido Da Social Democracia Brasileira,47
530,2002,2,98329,Panama,Presidente,Partido Da Social Democracia Brasileira,56
531,2002,1,98329,Panama,Presidente,Partido Dos Trabalhadores,47
532,2002,2,98329,Panama,Presidente,Partido Dos Trabalhadores,55
533,2002,1,11444,Paraguai,Presidente,Partido Socialista Brasileiro,32
534,2002,1,11444,Paraguai,Presidente,Partido Popular Socialista,70
535,2002,1,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,174
536,2002,2,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,238
537,2002,2,11444,Paraguai,Presidente,Partido Dos Trabalhadores,212
538,2002,1,11444,Paraguai,Presidente,Partido Dos Trabalhadores,149
539,2002,1,11444,Paraguai,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
540,2002,1,11444,Paraguai,Presidente,Partido Da Causa Operaria,2
541,2002,1,11444,Paraguai,Presidente,Partido Socialista Brasileiro,14
542,2002,1,11444,Paraguai,Presidente,Partido Popular Socialista,19
543,2002,1,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,28
544,2002,2,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,46
545,2002,1,11444,Paraguai,Presidente,Partido Dos Trabalhadores,72
546,2002,2,11444,Paraguai,Presidente,Partido Dos Trabalhadores,73
547,2002,1,11444,Paraguai,Presidente,Partido Socialista Dos Trabalhadores Unificado,3
548,2002,1,11444,Paraguai,Presidente,Partido Socialista Brasileiro,8
549,2002,1,11444,Paraguai,Presidente,Partido Popular Socialista,8
550,2002,1,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,10
551,2002,2,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,13
552,2002,1,11444,Paraguai,Presidente,Partido Dos Trabalhadores,12
553,2002,2,11444,Paraguai,Presidente,Partido Dos Trabalhadores,15
554,2002,1,11444,Paraguai,Presidente,Partido Da Causa Operaria,1
555,2002,1,11444,Paraguai,Presidente,Partido Socialista Brasileiro,4
556,2002,1,11444,Paraguai,Presidente,Partido Popular Socialista,12
557,2002,2,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,26
558,2002,1,11444,Paraguai,Presidente,Partido Da Social Democracia Brasileira,20
559,2002,2,11444,Paraguai,Presidente,Partido Dos Trabalhadores,39
560,2002,1,11444,Paraguai,Presidente,Partido Dos Trabalhadores,25
561,2002,1,11444,Paraguai,Presidente,Partido Socialista Dos Trabalhadores Unificado,4
562,2002,1,11444,Paraguai,Presidente,Partido Da Causa Operaria,1
563,2002,1,11460,Peru,Presidente,Partido Socialista Brasileiro,9
564,2002,1,11460,Peru,Presidente,Partido Popular Socialista,22
565,2002,1,11460,Peru,Presidente,Partido Da Social Democracia Brasileira,83
566,2002,2,11460,Peru,Presidente,Partido Da Social Democracia Brasileira,94
567,2002,2,11460,Peru,Presidente,Partido Dos Trabalhadores,77
568,2002,1,11460,Peru,Presidente,Partido Dos Trabalhadores,61
569,2002,1,11460,Peru,Presidente,Partido Socialista Dos Trabalhadores Unificado,3
570,2002,1,11487,Polonia,Presidente,Partido Socialista Brasileiro,8
571,2002,1,11487,Polonia,Presidente,Partido Popular Socialista,3
572,2002,1,11487,Polonia,Presidente,Partido Da Social Democracia Brasileira,23
573,2002,2,11487,Polonia,Presidente,Partido Da Social Democracia Brasileira,27
574,2002,2,11487,Polonia,Presidente,Partido Dos Trabalhadores,29
575,2002,1,11487,Polonia,Presidente,Partido Dos Trabalhadores,28
576,2002,1,11487,Polonia,Presidente,Partido Da Causa Operaria,1
577,2002,1,11509,Portugal,Presidente,Partido Socialista Brasileiro,229
578,2002,1,11509,Portugal,Presidente,Partido Popular Socialista,308
579,2002,2,11509,Portugal,Presidente,Partido Da Social Democracia Brasileira,822
580,2002,1,11509,Portugal,Presidente,Partido Da Social Democracia Brasileira,613
581,2002,2,11509,Portugal,Presidente,Partido Dos Trabalhadores,1689
582,2002,1,11509,Portugal,Presidente,Partido Dos Trabalhadores,1507
583,2002,1,11509,Portugal,Presidente,Partido Socialista Dos Trabalhadores Unificado,14
584,2002,1,11509,Portugal,Presidente,Partido Da Causa Operaria,4
585,2002,1,11509,Portugal,Presidente,Partido Socialista Brasileiro,67
586,2002,1,11509,Portugal,Presidente,Partido Popular Socialista,149
587,2002,1,11509,Portugal,Presidente,Partido Da Social Democracia Brasileira,325
588,2002,2,11509,Portugal,Presidente,Partido Da Social Democracia Brasileira,478
589,2002,1,11509,Portugal,Presidente,Partido Dos Trabalhadores,556
590,2002,2,11509,Portugal,Presidente,Partido Dos Trabalhadores,575
591,2002,1,11509,Portugal,Presidente,Partido Socialista Dos Trabalhadores Unificado,5
592,2002,1,11509,Portugal,Presidente,Partido Da Causa Operaria,2
593,2002,1,98280,Republica Dominicana,Presidente,Partido Socialista Brasileiro,7
594,2002,1,98280,Republica Dominicana,Presidente,Partido Popular Socialista,15
595,2002,1,98280,Republica Dominicana,Presidente,Partido Da Social Democracia Brasileira,30
596,2002,2,98280,Republica Dominicana,Presidente,Partido Da Social Democracia Brasileira,43
597,2002,1,98280,Republica Dominicana,Presidente,Partido Dos Trabalhadores,44
598,2002,2,98280,Republica Dominicana,Presidente,Partido Dos Trabalhadores,52
599,2002,1,98280,Republica Dominicana,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
600,2002,1,98280,Republica Dominicana,Presidente,Partido Da Causa Operaria,1
601,2002,1,98647,Romenia,Presidente,Partido Socialista Brasileiro,7
602,2002,1,98647,Romenia,Presidente,Partido Popular Socialista,4
603,2002,2,98647,Romenia,Presidente,Partido Da Social Democracia Brasileira,6
604,2002,1,98647,Romenia,Presidente,Partido Da Social Democracia Brasileira,4
605,2002,1,98647,Romenia,Presidente,Partido Dos Trabalhadores,4
606,2002,2,98647,Romenia,Presidente,Partido Dos Trabalhadores,12
607,2002,1,98760,Russia,Presidente,Partido Socialista Brasileiro,12
608,2002,1,98760,Russia,Presidente,Partido Popular Socialista,5
609,2002,1,98760,Russia,Presidente,Partido Da Social Democracia Brasileira,10
610,2002,2,98760,Russia,Presidente,Partido Da Social Democracia Brasileira,19
611,2002,1,98760,Russia,Presidente,Partido Dos Trabalhadores,26
612,2002,2,98760,Russia,Presidente,Partido Dos Trabalhadores,29
613,2002,1,98760,Russia,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
614,2002,1,98248,Senegal,Presidente,Partido Socialista Brasileiro,43
615,2002,1,98248,Senegal,Presidente,Partido Popular Socialista,2
616,2002,1,98248,Senegal,Presidente,Partido Da Social Democracia Brasileira,9
617,2002,2,98248,Senegal,Presidente,Partido Da Social Democracia Brasileira,37
618,2002,2,98248,Senegal,Presidente,Partido Dos Trabalhadores,29
619,2002,1,98248,Senegal,Presidente,Partido Dos Trabalhadores,14
620,2002,1,98248,Senegal,Presidente,Partido Da Causa Operaria,2
621,2002,1,98221,Siria,Presidente,Partido Socialista Brasileiro,3
622,2002,1,98221,Siria,Presidente,Partido Popular Socialista,2
623,2002,1,98221,Siria,Presidente,Partido Da Social Democracia Brasileira,7
624,2002,2,98221,Siria,Presidente,Partido Da Social Democracia Brasileira,14
625,2002,2,98221,Siria,Presidente,Partido Dos Trabalhadores,31
626,2002,1,98221,Siria,Presidente,Partido Dos Trabalhadores,27
627,2002,1,98221,Siria,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
628,2002,1,98744,Suecia,Presidente,Partido Socialista Brasileiro,29
629,2002,1,98744,Suecia,Presidente,Partido Popular Socialista,28
630,2002,2,98744,Suecia,Presidente,Partido Da Social Democracia Brasileira,103
631,2002,1,98744,Suecia,Presidente,Partido Da Social Democracia Brasileira,106
632,2002,1,98744,Suecia,Presidente,Partido Dos Trabalhadores,188
633,2002,2,98744,Suecia,Presidente,Partido Dos Trabalhadores,175
634,2002,1,98744,Suecia,Presidente,Partido Socialista Dos Trabalhadores Unificado,2
635,2002,1,98744,Suecia,Presidente,Partido Da Causa Operaria,2
636,2002,1,11525,Suica,Presidente,Partido Socialista Brasileiro,69
637,2002,1,11525,Suica,Presidente,Partido Popular Socialista,72
638,2002,1,11525,Suica,Presidente,Partido Da Social Democracia Brasileira,229
639,2002,2,11525,Suica,Presidente,Partido Da Social Democracia Brasileira,257
640,2002,1,11525,Suica,Presidente,Partido Dos Trabalhadores,395
641,2002,2,11525,Suica,Presidente,Partido Dos Trabalhadores,441
642,2002,1,11525,Suica,Presidente,Partido Socialista Dos Trabalhadores Unificado,3
643,2002,1,11525,Suica,Presidente,Partido Da Causa Operaria,3
644,2002,1,11541,Suriname,Presidente,Partido Socialista Brasileiro,7
645,2002,1,11541,Suriname,Presidente,Partido Popular Socialista,16
646,2002,2,11541,Suriname,Presidente,Partido Da Social Democracia Brasileira,31
647,2002,1,11541,Suriname,Presidente,Partido Da Social Democracia Brasileira,14
648,2002,1,11541,Suriname,Presidente,Partido Dos Trabalhadores,32
649,2002,2,11541,Suriname,Presidente,Partido Dos Trabalhadores,41
650,2002,1,11541,Suriname,Presidente,Partido Da Causa Operaria,1
651,2002,1,98205,Tailandia,Presidente,Partido Socialista Brasileiro,2
652,2002,1,98205,Tailandia,Presidente,Partido Popular Socialista,7
653,2002,2,98205,Tailandia,Presidente,Partido Da Social Democracia Brasileira,11
654,2002,1,98205,Tailandia,Presidente,Partido Da Social Democracia Brasileira,9
655,2002,1,98205,Tailandia,Presidente,Partido Dos Trabalhadores,15
656,2002,2,98205,Tailandia,Presidente,Partido Dos Trabalhadores,15
657,2002,1,98205,Tailandia,Presidente,Partido Da Causa Operaria,1
658,2002,1,2828,Taiwan,Presidente,Partido Popular Socialista,9
659,2002,2,2828,Taiwan,Presidente,Partido Da Social Democracia Brasileira,35
660,2002,1,2828,Taiwan,Presidente,Partido Da Social Democracia Brasileira,31
661,2002,1,2828,Taiwan,Presidente,Partido Dos Trabalhadores,2
662,2002,2,2828,Taiwan,Presidente,Partido Dos Trabalhadores,6
663,2002,1,2828,Taiwan,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
664,2002,1,98124,Tunisia,Presidente,Partido Socialista Brasileiro,1
665,2002,1,98124,Tunisia,Presidente,Partido Popular Socialista,4
666,2002,1,98124,Tunisia,Presidente,Partido Da Social Democracia Brasileira,5
667,2002,2,98124,Tunisia,Presidente,Partido Da Social Democracia Brasileira,5
668,2002,1,98124,Tunisia,Presidente,Partido Dos Trabalhadores,7
669,2002,2,98124,Tunisia,Presidente,Partido Dos Trabalhadores,12
670,2002,1,98124,Tunisia,Presidente,Partido Socialista Dos Trabalhadores Unificado,1
671,2002,1,98124,Tunisia,Presidente,Partido Da Causa Operaria,1
672,2002,1,11568,Uruguai,Presidente,Partido Socialista Brasileiro,29
673,2002,1,11568,Uruguai,Presidente,Partido Popular Socialista,56
674,2002,2,11568,Uruguai,Presidente,Partido Da Social Democracia Brasileira,255
